Geo Point;Geo Shape;ins_nom;ins_com;ins_insee;eqt_nb;objectid;ins_id;ins_interc;ins_partic
48.8928600012,2.48525000028;"{""type"": ""Point"", ""coordinates"": [2.485250000283608, 48.89286000118239]}";PISCINE TOURNESOL;Bondy;93010;1;6045;930100009;Est Ensemble (T8);Piscine
48.9102000011,2.54586000046;"{""type"": ""Point"", ""coordinates"": [2.545860000456456, 48.910200001123165]}";SALLE CHARLOTTE PETIT;Clichy-sous-Bois;93014;1;6067;930140003;Grand Paris Grand Est (T9);Non
48.9131050008,2.58494500029;"{""type"": ""Point"", ""coordinates"": [2.584945000286821, 48.91310500083715]}";COMPLEXE JEAN CORLIN;Coubron;93015;2;6082;930150011;Grand Paris Grand Est (T9);Non
48.9229350006,2.40896999914;"{""type"": ""Point"", ""coordinates"": [2.408969999141881, 48.92293500063007]}";AMICALE BOULISTE COURNEUVIENNE;La Courneuve;93027;2;6094;930270015;Plaine Commune (T6);Non
48.9183950021,2.44157999291;"{""type"": ""Point"", ""coordinates"": [2.441579992910716, 48.91839500206706]}";COLLEGE PAUL BERT;Drancy;93029;4;6126;930290021;Paris Terres d'envol (T7);Etablissement scolaire
48.9156800006,2.43014500067;"{""type"": ""Point"", ""coordinates"": [2.430145000669617, 48.91568000058607]}";TERRAINS DE PROXIMITE (A 86);Drancy;93029;3;6139;930290035;Paris Terres d'envol (T7);Non
48.9525500006,2.41485999994;"{""type"": ""Point"", ""coordinates"": [2.414859999941075, 48.95255000061645]}";TERRAIN DE PROXIMITE CITE LANGEVIN;Dugny;93030;1;6150;930300010;Paris Terres d'envol (T7);Non
48.9578600015,2.31497000109;"{""type"": ""Point"", ""coordinates"": [2.314970001092675, 48.95786000154562]}";STADE  DE  LA  CHEVRETTE;Épinay-sur-Seine;93031;2;6153;930310003;Plaine Commune (T6);Non
48.9571850019,2.29810999914;"{""type"": ""Point"", ""coordinates"": [2.298109999135775, 48.957185001860644]}";TERRAINS  D'ORGEMONT;Épinay-sur-Seine;93031;2;6162;930310012;Plaine Commune (T6);Non
48.9518800007,2.30963999948;"{""type"": ""Point"", ""coordinates"": [2.309639999482853, 48.95188000073972]}";CITY STADE 2;Épinay-sur-Seine;93031;1;6163;930310013;Plaine Commune (T6);Non
48.8784500005,2.55492000031;"{""type"": ""Point"", ""coordinates"": [2.554920000311163, 48.8784500005158]}";COMPLEXE VICTOR HUGO;Gagny;93032;2;6183;930320009;Grand Paris Grand Est (T9);Non
48.8789633352,2.54615999977;"{""type"": ""Point"", ""coordinates"": [2.546159999769219, 48.87896333517307]}";COMPLEXE PASTEUR;Gagny;93032;3;6185;930320011;Grand Paris Grand Est (T9);Non
48.8612866677,2.57699888756;"{""type"": ""Point"", ""coordinates"": [2.576998887561608, 48.861286667656685]}";COMPLEXE JEAN CLAUDE BOUTTIER;Gournay-sur-Marne;93033;10;6201;930330001;Grand Paris Grand Est (T9);Complexe sportif
48.9192100007,2.32757000007;"{""type"": ""Point"", ""coordinates"": [2.327570000066574, 48.91921000069161]}";CITY-STADE MARCEL PAUL;L'Île-Saint-Denis;93039;1;6208;930390008;Plaine Commune (T6);Non
48.9183790061,2.32389699612;"{""type"": ""Point"", ""coordinates"": [2.323896996117071, 48.918379006054224]}";CENTRE SPORTIF DE L'ILE DES VANNES;L'Île-Saint-Denis;93039;10;6209;930390009;Plaine Commune (T6);Complexe sportif
48.8873350008,2.42381499993;"{""type"": ""Point"", ""coordinates"": [2.423814999929634, 48.88733500075511]}";GYMNASE JEAN JAURES;Les Lilas;93045;2;6214;930450003;Est Ensemble (T8);Non
48.8887933359,2.42483333912;"{""type"": ""Point"", ""coordinates"": [2.424833339123728, 48.888793335904616]}";PARC MUNICIPAL DES SPORTS;Les Lilas;93045;5;6217;930450006;Est Ensemble (T8);Non
48.9146000029,2.53967050062;"{""type"": ""Point"", ""coordinates"": [2.539670500618073, 48.91460000286533]}";GYMNASE DEPARTEMENTAL DU COSEC;Livry-Gargan;93046;5;6224;930460001;Grand Paris Grand Est (T9);Complexe sportif
48.9172700009,2.53519499934;"{""type"": ""Point"", ""coordinates"": [2.535194999337836, 48.91727000090959]}";CENTRE NAUTIQUE ET BOULODROME;Livry-Gargan;93046;3;6233;930460010;Grand Paris Grand Est (T9);Piscine
48.9263400012,2.54143999991;"{""type"": ""Point"", ""coordinates"": [2.541439999907831, 48.92634000121925]}";GYMNASE JACOB;Livry-Gargan;93046;3;6236;930460014;Grand Paris Grand Est (T9);Non
48.862150001,2.45524999934;"{""type"": ""Point"", ""coordinates"": [2.455249999341615, 48.86215000103712]}";PARC DES BEAUMONTS;Montreuil;93048;1;6253;930480005;Est Ensemble (T8);Non
48.8561800006,2.43812999965;"{""type"": ""Point"", ""coordinates"": [2.438129999646143, 48.85618000057949]}";GYMNASE BERTHELOT (école);Montreuil;93048;1;6272;930480029;Est Ensemble (T8);Non
48.8622500006,2.44467999982;"{""type"": ""Point"", ""coordinates"": [2.444679999821119, 48.86225000063294]}";GYMNASE DIDEROT 2;Montreuil;93048;1;6279;930480036;Est Ensemble (T8);Non
48.8702100011,2.45077000001;"{""type"": ""Point"", ""coordinates"": [2.45077000000644, 48.87021000112971]}";PLATEAU CITE DE L'ESPOIR;Montreuil;93048;1;6281;930480038;Est Ensemble (T8);Non
48.8560100017,2.43759999889;"{""type"": ""Point"", ""coordinates"": [2.437599998894365, 48.85601000165072]}";COLLEGE  MARCEL  BERTHELOT;Montreuil;93048;4;6290;930480048;Est Ensemble (T8);Etablissement scolaire
48.8511460013,2.51358999983;"{""type"": ""Point"", ""coordinates"": [2.513589999825844, 48.85114600134501]}";TERRAIN DE PETANQUE DES BORDS DE MARNE;Neuilly-Plaisance;93049;1;6311;930490009;Grand Paris Grand Est (T9);Non
48.8642200009,2.53160000045;"{""type"": ""Point"", ""coordinates"": [2.531600000453354, 48.86422000094166]}";TERRAIN DE PROXIMITE 3;Neuilly-sur-Marne;93050;1;6325;930500007;Grand Paris Grand Est (T9);Non
48.8260700006,2.5842899996;"{""type"": ""Point"", ""coordinates"": [2.584289999601358, 48.8260700005798]}";GYMNASE DES YVRIS;Noisy-le-Grand;93051;2;6351;930510009;Grand Paris Grand Est (T9);Non
48.853670001,2.56897000065;"{""type"": ""Point"", ""coordinates"": [2.568970000649144, 48.853670001031354]}";GYMNASE DES COTEAUX;Noisy-le-Grand;93051;2;6355;930510014;Grand Paris Grand Est (T9);Non
48.8539300009,2.55475999991;"{""type"": ""Point"", ""coordinates"": [2.554759999906866, 48.85393000089575]}";BASE DE CANOE-KAYAK;Noisy-le-Grand;93051;1;6367;930510029;Grand Paris Grand Est (T9);Non
48.8863645353,2.45199988881;"{""type"": ""Point"", ""coordinates"": [2.451999888805199, 48.88636453529002]}";STADE HUVIER;Noisy-le-Sec;93053;5;6372;930530002;Est Ensemble (T8);Complexe sportif
48.8927000009,2.46190999981;"{""type"": ""Point"", ""coordinates"": [2.461909999814975, 48.89270000091958]}";COMPAGNIE D'ARC;Noisy-le-Sec;93053;1;6384;930530020;Est Ensemble (T8);Non
48.8971600011,2.40311666708;"{""type"": ""Point"", ""coordinates"": [2.403116667081634, 48.89716000112013]}";STADE SADI CARNOT;Pantin;93055;3;6401;930550010;Est Ensemble (T8);Non
48.8939530007,2.42235799983;"{""type"": ""Point"", ""coordinates"": [2.422357999832702, 48.89395300066776]}";ENERGIE FORME EXPRESS;Pantin;93055;1;6415;930550026;Est Ensemble (T8);Non
48.9028000012,2.50683000055;"{""type"": ""Point"", ""coordinates"": [2.506830000546861, 48.902800001236244]}";STUDIO DE DANSE;Les Pavillons-sous-Bois;93057;1;6419;930570003;Grand Paris Grand Est (T9);Non
48.9695800006,2.36573000034;"{""type"": ""Point"", ""coordinates"": [2.365730000339243, 48.96958000064748]}";IDEAL FORME PIERREFITTE;Pierrefitte-sur-Seine;93059;5;6434;930590008;Plaine Commune (T6);Non
48.8791300012,2.41028500041;"{""type"": ""Point"", ""coordinates"": [2.410285000409555, 48.879130001165635]}";TERRAIN  DE  PROXIMITE;Le Pré-Saint-Gervais;93061;2;6443;930610006;Est Ensemble (T8);Non
48.9007666684,2.51307333469;"{""type"": ""Point"", ""coordinates"": [2.513073334690064, 48.90076666838838]}";CENTRE THIERS;Le Raincy;93062;9;6446;930620001;Grand Paris Grand Est (T9);Complexe sportif
48.8774300012,2.44217000062;"{""type"": ""Point"", ""coordinates"": [2.442170000617915, 48.87743000117083]}";PISCINE JEAN GUIMIER;Romainville;93063;1;6456;930630001;Est Ensemble (T8);Piscine
48.8781820009,2.43943459981;"{""type"": ""Point"", ""coordinates"": [2.43943459980579, 48.878182000872656]}";TERRAIN DE PROXIMITE 6;Romainville;93063;1;6474;930630028;Est Ensemble (T8);Non
48.8788854056,2.49397699178;"{""type"": ""Point"", ""coordinates"": [2.493976991781951, 48.87888540557372]}";STADE ARMAND GIRODIT;Rosny-sous-Bois;93064;19;6476;930640001;Grand Paris Grand Est (T9);Non
48.8806200007,2.49007999976;"{""type"": ""Point"", ""coordinates"": [2.490079999756803, 48.88062000070832]}";SALLE DE BOXE MERMOZ;Rosny-sous-Bois;93064;1;6494;930640021;Grand Paris Grand Est (T9);Non
48.9417350013,2.37823000036;"{""type"": ""Point"", ""coordinates"": [2.378230000358437, 48.94173500134301]}";GYMNASE PASTEUR (Groupe scolaire Pasteur);Saint-Denis;93066;2;6505;930660008;Plaine Commune (T6);Etablissement scolaire
48.9462884752,2.35433385442;"{""type"": ""Point"", ""coordinates"": [2.354333854415809, 48.94628847515962]}";PARC DES SPORTS AUGUSTE DELAUNE;Saint-Denis;93066;20;6511;930660014;Plaine Commune (T6);Complexe sportif
48.9423716685,2.36105333495;"{""type"": ""Point"", ""coordinates"": [2.361053334946783, 48.942371668508876]}";LYCEE PAUL ELUARD;Saint-Denis;93066;12;6514;930660017;Plaine Commune (T6);Etablissement scolaire
48.9438400006,2.36432999937;"{""type"": ""Point"", ""coordinates"": [2.364329999372946, 48.94384000060223]}";LYCEE PROFESSIONNEL BARTHOLDI;Saint-Denis;93066;1;6520;930660024;Plaine Commune (T6);Etablissement scolaire
48.940457001,2.35225999943;"{""type"": ""Point"", ""coordinates"": [2.35225999943157, 48.94045700095053]}";Square Auguste Poullain;Saint-Denis;93066;1;6526;930660032;Plaine Commune (T6);Non
48.9391300006,2.34529999936;"{""type"": ""Point"", ""coordinates"": [2.345299999357082, 48.93913000058778]}";Terrain Brise Echalas;Saint-Denis;93066;1;6531;930660037;Plaine Commune (T6);Non
48.9465400011,2.34817000017;"{""type"": ""Point"", ""coordinates"": [2.34817000017457, 48.94654000106501]}";terrain de proximité place J.Grimau;Saint-Denis;93066;1;6536;930660044;Plaine Commune (T6);Non
48.9433900018,2.38156499946;"{""type"": ""Point"", ""coordinates"": [2.381564999462724, 48.94339000175369]}";Cité Saussaie;Saint-Denis;93066;2;6539;930660048;Plaine Commune (T6);Non
48.9403200012,2.38400999973;"{""type"": ""Point"", ""coordinates"": [2.384009999727992, 48.94032000116935]}";Cité la Courtille sur Dalle;Saint-Denis;93066;1;6540;930660049;Plaine Commune (T6);Non
48.9415900013,2.34478000011;"{""type"": ""Point"", ""coordinates"": [2.344780000110668, 48.94159000127448]}";Cité Paul Eluard;Saint-Denis;93066;1;6546;930660057;Plaine Commune (T6);Non
48.9107800009,2.33575000027;"{""type"": ""Point"", ""coordinates"": [2.335750000270635, 48.910780000860704]}";GYMNASE ex POMPIERS;Saint-Ouen;93070;1;6556;930700003;Plaine Commune (T6);Non
48.9106600009,2.33582999959;"{""type"": ""Point"", ""coordinates"": [2.335829999590986, 48.91066000094849]}";GYMNASE DE L'ALLIANCE;Saint-Ouen;93070;2;6557;930700004;Plaine Commune (T6);Non
48.9458150048,2.53817999235;"{""type"": ""Point"", ""coordinates"": [2.538179992350793, 48.9458150047608]}";TERRAIN DE PROXIMITE VILLON;Sevran;93071;2;6583;930710012;Paris Terres d'envol (T7);Non
48.9375800013,2.52526000065;"{""type"": ""Point"", ""coordinates"": [2.525260000652792, 48.93758000132017]}";TERRAIN DE PROXIMITE DE LA POSTE;Sevran;93071;1;6584;930710013;Paris Terres d'envol (T7);Non
48.9427400007,2.5190599997;"{""type"": ""Point"", ""coordinates"": [2.519059999704208, 48.94274000068328]}";TERRAIN DE PROXIMITE BEAUDOTTES;Sevran;93071;1;6585;930710014;Paris Terres d'envol (T7);Non
48.9620850015,2.38446500009;"{""type"": ""Point"", ""coordinates"": [2.384465000088718, 48.962085001469994]}";GYMNASE LEO LAGRANGE;Stains;93072;6;6607;930720005;Plaine Commune (T6);Non
48.9561500009,2.38408000051;"{""type"": ""Point"", ""coordinates"": [2.384080000514146, 48.95615000087076]}";COLLEGE PRIVE SAINTE MARIE;Stains;93072;2;6612;930720011;Plaine Commune (T6);Etablissement scolaire
48.9559100016,2.57062;"{""type"": ""Point"", ""coordinates"": [2.57061999999884, 48.95591000161498]}";PARC  DES  SPORTS GEORGES PRUDHOMME;Tremblay-en-France;93073;2;6625;930730009;Paris Terres d'envol (T7);Complexe sportif
48.9487500005,2.56682999983;"{""type"": ""Point"", ""coordinates"": [2.566829999831721, 48.94875000049426]}";TERRAIN DE PROXIMITE Eugénie COTTON;Tremblay-en-France;93073;1;6628;930730012;Paris Terres d'envol (T7);Non
48.9530100009,2.56374999935;"{""type"": ""Point"", ""coordinates"": [2.563749999353398, 48.95301000090116]}";PLATEAU BEDDARD MORAD;Tremblay-en-France;93073;1;6629;930730013;Paris Terres d'envol (T7);Non
48.9487800006,2.56671999996;"{""type"": ""Point"", ""coordinates"": [2.566719999964232, 48.94878000063025]}";PLATEAU  TRAORE  YACOUBA;Tremblay-en-France;93073;1;6631;930730015;Paris Terres d'envol (T7);Non
48.8865300006,2.51792000013;"{""type"": ""Point"", ""coordinates"": [2.517920000127658, 48.88653000055539]}";GYMNASE ROBERT PANDRAUD;Villemomble;93077;1;6665;930770017;Grand Paris Grand Est (T9);Non
48.963087001,2.52958609984;"{""type"": ""Point"", ""coordinates"": [2.529586099844803, 48.96308700098318]}";TENNIS DU MANEGE;Villepinte;93078;7;6667;930780001;Paris Terres d'envol (T7);Non
48.963254001,2.54728700066;"{""type"": ""Point"", ""coordinates"": [2.547287000662259, 48.96325400095911]}";Aire Multisport Ledoux;Villepinte;93078;1;6677;930780012;Paris Terres d'envol (T7);Non
48.7248075007,2.41983500032;"{""type"": ""Point"", ""coordinates"": [2.419835000322946, 48.72480750066753]}";CHIC PLANETE CONCEPT;Ablon-sur-Seine;94001;4;6695;940010002;Grand-Orly Seine Bièvre (T12);Non
48.7797990005,2.42472399974;"{""type"": ""Point"", ""coordinates"": [2.424723999739859, 48.779799000470895]}";SALLE DE BOXE RUE FELIX MOTHIRON;Alfortville;94002;1;6710;940020014;Grand Paris Sud Est Avenir (T11);Non
48.7922220011,2.42857599972;"{""type"": ""Point"", ""coordinates"": [2.428575999718593, 48.79222200109656]}";TERRAIN DE PROXIMITE PLACE DU 11 NOVEMBRE 1918;Alfortville;94002;1;6713;940020017;Grand Paris Sud Est Avenir (T11);Non
48.8046380007,2.33249999997;"{""type"": ""Point"", ""coordinates"": [2.332499999972734, 48.80463800065219]}";COMPLEXE SPORTIF DE LA CAISSE DES DEPOTS ET DES CONSIGNATIONS;Arcueil;94003;4;6724;940030007;Grand-Orly Seine Bièvre (T12);Non
48.745633502,2.50949849697;"{""type"": ""Point"", ""coordinates"": [2.50949849697076, 48.74563350204361]}";CENTRE SPORTIF MARCEL LAVEAU;Boissy-Saint-Léger;94004;6;6736;940040003;Grand Paris Sud Est Avenir (T11);Non
48.7589411705,2.49835866628;"{""type"": ""Point"", ""coordinates"": [2.498358666284253, 48.758941170500954]}";ENSEMBLE SPORTIF MAURICE PREAULT;Boissy-Saint-Léger;94004;7;6737;940040004;Grand Paris Sud Est Avenir (T11);Non
48.7579700012,2.49854000044;"{""type"": ""Point"", ""coordinates"": [2.498540000438913, 48.75797000116281]}";COLLEGE BLAISE CENDRARS;Boissy-Saint-Léger;94004;1;6743;940040010;Grand Paris Sud Est Avenir (T11);Etablissement scolaire
48.7635468077,2.48217300522;"{""type"": ""Point"", ""coordinates"": [2.482173005222475, 48.76354680766579]}";CENTRE LEO LAGRANGE;Bonneuil-sur-Marne;94011;5;6747;940110001;Grand Paris Sud Est Avenir (T11);Non
48.8307326719,2.52590416185;"{""type"": ""Point"", ""coordinates"": [2.525904161853587, 48.83073267194852]}";PARC DES SPORTS DES MAISONS ROUGES;Bry-sur-Marne;94015;6;6767;940150008;ParisEstMarne&Bois (T10);Non
48.8345350011,2.51996199969;"{""type"": ""Point"", ""coordinates"": [2.519961999685277, 48.834535001067266]}";HOTEL DE MALESTROIT;Bry-sur-Marne;94015;1;6772;940150013;ParisEstMarne&Bois (T10);Non
48.7916500005,2.33512000026;"{""type"": ""Point"", ""coordinates"": [2.335120000262675, 48.79165000049852]}";STADE DUMOTEL;Cachan;94016;1;6776;940160005;Grand-Orly Seine Bièvre (T12);Non
48.7869300013,2.33993499949;"{""type"": ""Point"", ""coordinates"": [2.339934999491528, 48.786930001323036]}";SQUARE GUSTAVE COURBET;Cachan;94016;2;6787;940160016;Grand-Orly Seine Bièvre (T12);Non
48.8154110044,2.49517360133;"{""type"": ""Point"", ""coordinates"": [2.495173601331996, 48.81541100443727]}";COMPLEXE SPORTIF AUGUSTE DELAUNE;Champigny-sur-Marne;94017;10;6800;940170007;ParisEstMarne&Bois (T10);Non
48.8161125014,2.53426774966;"{""type"": ""Point"", ""coordinates"": [2.534267749664749, 48.81611250135854]}";COMPLEXE SPORTIF PAUL EMILE VICTOR;Champigny-sur-Marne;94017;7;6819;940170027;ParisEstMarne&Bois (T10);Non
48.8089650012,2.53886200045;"{""type"": ""Point"", ""coordinates"": [2.538862000445147, 48.808965001230966]}";CENTRE MUNICIPAL D'ANIMATION YOURI GAGARINE;Champigny-sur-Marne;94017;1;6821;940170029;ParisEstMarne&Bois (T10);Non
48.8255370005,2.51054300016;"{""type"": ""Point"", ""coordinates"": [2.510543000163763, 48.825537000514814]}";TERRAIN DE PETANQUE SQUARE RENE DESVILLETTES;Champigny-sur-Marne;94017;1;6829;940170042;ParisEstMarne&Bois (T10);Non
48.8150174013,2.4926118898;"{""type"": ""Point"", ""coordinates"": [2.492611889801635, 48.815017401308204]}";COLLEGE ROL TANGUY;Champigny-sur-Marne;94017;1;6835;940170049;ParisEstMarne&Bois (T10);Etablissement scolaire
48.8005250022,2.56112950433;"{""type"": ""Point"", ""coordinates"": [2.561129504332546, 48.800525002221214]}";COMPLEXE SPORTIF COMMUNAUTAIRE DU HAUT VAL-DE-MARNE;Chennevières-sur-Marne;94019;4;6869;940190011;Grand Paris Sud Est Avenir (T11);Non
48.7614666193,2.33750860969;"{""type"": ""Point"", ""coordinates"": [2.337508609691004, 48.76146661929529]}";PARC MUNICIPAL DES SPORTS;Chevilly-Larue;94021;20;6876;940210007;Grand-Orly Seine Bièvre (T12);Non
48.7681392552,2.35624224961;"{""type"": ""Point"", ""coordinates"": [2.356242249609312, 48.76813925522541]}";PARC DEPARTEMENTAL DU PETIT LEROY;Chevilly-Larue;94021;7;6877;940210008;Grand-Orly Seine Bièvre (T12);Non
48.7725030011,2.3431550001;"{""type"": ""Point"", ""coordinates"": [2.343155000097008, 48.77250300108787]}";GYMNASE LILIAN THURAM;Chevilly-Larue;94021;1;6882;940210014;Grand-Orly Seine Bièvre (T12);Non
48.7660405861,2.42650291994;"{""type"": ""Point"", ""coordinates"": [2.426502919936308, 48.766040586117235]}";STADE JEAN BOUIN;Choisy-le-Roi;94022;17;6892;940220010;Grand-Orly Seine Bièvre (T12);Non
48.8015455005,2.45583750036;"{""type"": ""Point"", ""coordinates"": [2.455837500360769, 48.801545500546055]}";GYMNASE CHARLES BEUVIN;Créteil;94028;2;6912;940280009;Grand Paris Sud Est Avenir (T11);Non
48.8001500009,2.46113000035;"{""type"": ""Point"", ""coordinates"": [2.461130000348188, 48.80015000087501]}";GYMNASE DES BUTTES;Créteil;94028;1;6913;940280010;Grand Paris Sud Est Avenir (T11);Non
48.7690575007,2.47219749887;"{""type"": ""Point"", ""coordinates"": [2.472197498870683, 48.76905750071001]}";GYMNASE NELSON PAILLOU;Créteil;94028;5;6917;940280014;Grand Paris Sud Est Avenir (T11);Non
48.7955600011,2.47052000013;"{""type"": ""Point"", ""coordinates"": [2.470520000128546, 48.795560001090564]}";PISCINE SAINTE CATHERINE;Créteil;94028;3;6924;940280021;Grand Paris Sud Est Avenir (T11);Piscine
48.7733400005,2.46055000009;"{""type"": ""Point"", ""coordinates"": [2.460550000093674, 48.7733400004888]}";MAISON QUARTIER DU PORT;Créteil;94028;1;6928;940280025;Grand Paris Sud Est Avenir (T11);Non
48.793945001,2.45594999982;"{""type"": ""Point"", ""coordinates"": [2.45594999982143, 48.793945001013626]}";BODY DANSE;Créteil;94028;2;6931;940280028;Grand Paris Sud Est Avenir (T11);Non
48.7956440011,2.45855150043;"{""type"": ""Point"", ""coordinates"": [2.458551500433111, 48.79564400109515]}";CENTRE DE DANSE PAYAUD;Créteil;94028;2;6932;940280029;Grand Paris Sud Est Avenir (T11);Non
48.7836580008,2.44118999991;"{""type"": ""Point"", ""coordinates"": [2.441189999912202, 48.783658000842586]}";PAS DE TIR A L'ARC;Créteil;94028;7;6936;940280033;Grand Paris Sud Est Avenir (T11);Non
48.7900400012,2.4413233337;"{""type"": ""Point"", ""coordinates"": [2.441323333700022, 48.79004000115454]}";AIRE DE PROXIMITE MONTAIGUT;Créteil;94028;3;6944;940280041;Grand Paris Sud Est Avenir (T11);Non
48.7735300012,2.47138000022;"{""type"": ""Point"", ""coordinates"": [2.471380000218315, 48.77353000120593]}";MONT MESLY PETANQUE;Créteil;94028;1;6946;940280044;Grand Paris Sud Est Avenir (T11);Non
48.7768600005,2.46342000045;"{""type"": ""Point"", ""coordinates"": [2.463420000446834, 48.77686000049643]}";CENTRE SOCIAL KENNEDY;Créteil;94028;1;6958;940280057;Grand Paris Sud Est Avenir (T11);Non
48.7829650012,2.46002999967;"{""type"": ""Point"", ""coordinates"": [2.460029999667237, 48.7829650011899]}";COLLEGE LOUIS PASTEUR;Créteil;94028;3;6966;940280067;Grand Paris Sud Est Avenir (T11);Etablissement scolaire
48.8460360012,2.47335199937;"{""type"": ""Point"", ""coordinates"": [2.47335199936645, 48.84603600115597]}";GYMNASE VICTOR DURUY;Fontenay-sous-Bois;94033;1;6985;940330015;ParisEstMarne&Bois (T10);Non
48.8447440015,2.48180425086;"{""type"": ""Point"", ""coordinates"": [2.481804250861888, 48.844744001460015]}";FORT DE NOGENT;Fontenay-sous-Bois;94033;5;6986;940330016;ParisEstMarne&Bois (T10);Non
48.7632525013,2.32196099986;"{""type"": ""Point"", ""coordinates"": [2.321960999859485, 48.763252501332936]}";MAISON D'ARRET DE FRESNES;Fresnes;94034;12;7010;940340014;Grand-Orly Seine Bièvre (T12);Etablissement pénitentiaire
48.7615850005,2.33481499983;"{""type"": ""Point"", ""coordinates"": [2.334814999832112, 48.761585000484175]}";TIGER FITNESS;Fresnes;94034;2;7016;940340020;Grand-Orly Seine Bièvre (T12);Non
48.7806000013,2.33735200035;"{""type"": ""Point"", ""coordinates"": [2.337352000349671, 48.780600001308635]}";CONSERVATOIRE A RAYONNEMENT DEPARTEMENTAL DE L'HAY-LES-ROSES / VAL-DE-BIEVRE;L'Haÿ-les-Roses;94038;1;7040;940380014;Grand-Orly Seine Bièvre (T12);Non
48.7767680014,2.3259876669;"{""type"": ""Point"", ""coordinates"": [2.325987666895441, 48.77676800136668]}";TENNIS CLUB DE LA ROSERAIE;L'Haÿ-les-Roses;94038;5;7047;940380021;Grand-Orly Seine Bièvre (T12);Non
48.8088500005,2.38661999963;"{""type"": ""Point"", ""coordinates"": [2.386619999625177, 48.80885000046962]}";SALLE DE DANSE MARAT;Ivry-sur-Seine;94041;2;7053;940410004;Grand-Orly Seine Bièvre (T12);Non
48.8157600012,2.39863000026;"{""type"": ""Point"", ""coordinates"": [2.398630000258808, 48.81576000118445]}";SALLE DE BOXE PIERRE GALAIS;Ivry-sur-Seine;94041;1;7062;940410015;Grand-Orly Seine Bièvre (T12);Non
48.8081933366,2.3847633355;"{""type"": ""Point"", ""coordinates"": [2.384763335497262, 48.80819333658074]}";STADE EDOUARD CLERVILLE;Ivry-sur-Seine;94041;3;7070;940410026;Grand-Orly Seine Bièvre (T12);Non
48.8056800007,2.37354999937;"{""type"": ""Point"", ""coordinates"": [2.373549999370279, 48.80568000065362]}";STADE DE GOURNAY;Ivry-sur-Seine;94041;1;7073;940410029;Grand-Orly Seine Bièvre (T12);Non
48.8043300012,2.38649000042;"{""type"": ""Point"", ""coordinates"": [2.386490000416911, 48.804330001239244]}";TERRAIN DE PETANQUE RUE AMEDEE HUON;Ivry-sur-Seine;94041;1;7075;940410031;Grand-Orly Seine Bièvre (T12);Non
48.8171400005,2.37261000006;"{""type"": ""Point"", ""coordinates"": [2.372610000063254, 48.81714000051611]}";SALLE DES LONGS SILLONS;Ivry-sur-Seine;94041;1;7087;940410047;Grand-Orly Seine Bièvre (T12);Non
48.8298290006,2.47452200025;"{""type"": ""Point"", ""coordinates"": [2.474522000254664, 48.8298290005604]}";EXCEL BOWLING FRANCE;Joinville-le-Pont;94042;2;7096;940420006;ParisEstMarne&Bois (T10);Non
48.7386341687,2.48665266882;"{""type"": ""Point"", ""coordinates"": [2.486652668822519, 48.738634168743474]}";STADE DIDIER PIRONI;Limeil-Brévannes;94044;6;7121;940440001;Grand Paris Sud Est Avenir (T11);Non
48.814246001,2.44944799994;"{""type"": ""Point"", ""coordinates"": [2.44944799994478, 48.81424600096285]}";L'ARC EN CIEL - MODEL CLUB EN VAL DE MARNE;Maisons-Alfort;94046;1;7169;940460031;ParisEstMarne&Bois (T10);Non
48.737836668,2.55696666639;"{""type"": ""Point"", ""coordinates"": [2.556966666386255, 48.737836668012285]}";GYMNASE MUNICIPAL;Marolles-en-Brie;94048;3;7191;940480007;Grand Paris Sud Est Avenir (T11);Non
48.841796001,2.48792199936;"{""type"": ""Point"", ""coordinates"": [2.487921999360675, 48.84179600103312]}";MAISON DES ASSOCOATIONS ET DE LA CITOYENNETE;Nogent-sur-Marne;94052;2;7221;940520026;ParisEstMarne&Bois (T10);Non
48.7453282528,2.4143192534;"{""type"": ""Point"", ""coordinates"": [2.41431925340327, 48.74532825279173]}";STADE SAINT EXUPERY - PARC MUNICIPAL;Orly;94054;4;7242;940540016;Grand-Orly Seine Bièvre (T12);Non
48.697878001,2.57224000055;"{""type"": ""Point"", ""coordinates"": [2.572240000550498, 48.69787800099892]}";arc nature;Périgny;94056;1;7266;940560006;Grand Paris Sud Est Avenir (T11);Non
48.8542870013,2.49848299978;"{""type"": ""Point"", ""coordinates"": [2.498482999779401, 48.8542870013428]}";SALLE THETINE;Le Perreux-sur-Marne;94058;1;7269;940580003;ParisEstMarne&Bois (T10);Non
48.8311232516,2.50676425021;"{""type"": ""Point"", ""coordinates"": [2.506764250210185, 48.83112325164622]}";ENSEMBLE SPORTIF ADOLPHE CHERON;Le Perreux-sur-Marne;94058;6;7280;940580015;ParisEstMarne&Bois (T10);Non
48.8510120007,2.50380900029;"{""type"": ""Point"", ""coordinates"": [2.50380900029411, 48.85101200069277]}";SALLE DE TENNIS DE TABLE;Le Perreux-sur-Marne;94058;1;7284;940580019;ParisEstMarne&Bois (T10);Non
48.8415450009,2.50469700042;"{""type"": ""Point"", ""coordinates"": [2.504697000421606, 48.84154500092158]}";CONSERVATOIRE MUNICIPAL DE MUSIQUE ET DE DANSE MAURICE RAVEL;Le Perreux-sur-Marne;94058;1;7286;940580022;ParisEstMarne&Bois (T10);Non
